cycle,price_wheat,price_rice,price_corn,price_water,price_labor,price_kernels,alive,deaths,gini_gold,total_money,avg_gold,max_gold,min_gold,avg_food,mean_capitalism,mean_survivalism,mean_sustainability,std_capitalism,std_survivalism,std_sustainability,unit_injected,unit_absorbed,unit_net,unit_processing,unit_kernels,bank_loaned,bank_interest_collected,bank_deposit_interest,landlords,bank_owned_land,foreclosures
619,27.422,4.536,22.117,3.027,6.297,210.0,100,0,0.8599,26235.04,18.0,380.68,-4.0,29.9,0.1,0.053,-0.089,0.176,0.14,0.115,461.7,0.2,461.5,3.2,5957,131.8,87.33,173750.7,45,464,464
620,29.645,4.515,21.567,3.204,6.162,210.0,100,0,0.8214,24616.82,26.63,379.68,-4.0,34.4,0.086,0.057,-0.101,0.202,0.152,0.135,61.93,0.5,61.43,0.4,5932,270.0,62.82,175483.39,45,464,464
621,28.555,4.57,20.699,3.176,5.897,210.0,100,0,0.8071,24702.26,28.1,329.71,-4.0,33.7,0.084,0.055,-0.101,0.225,0.151,0.139,362.32,0.2,362.12,2.4,5927,198.13,76.68,177241.76,45,464,464
622,27.031,4.646,21.965,3.248,5.955,210.0,100,0,0.8038,24168.93,27.25,404.13,-4.0,35.2,0.071,0.049,-0.092,0.214,0.168,0.178,275.3,0.1,275.2,1.9,5917,260.65,94.77,179019.81,45,464,464
623,26.279,4.573,21.238,3.325,6.09,210.0,100,0,0.786,24775.56,31.14,383.13,-4.0,34.2,0.064,0.047,-0.092,0.209,0.167,0.18,676.51,0.0,676.51,4.4,5932,120.0,58.09,180813.34,45,464,464
624,26.415,4.569,22.738,3.117,6.625,210.0,100,0,0.7905,25047.6,31.03,381.81,-4.0,35.1,0.068,0.045,-0.092,0.198,0.16,0.165,594.69,2.9,591.79,4.0,5943,310.12,58.8,182629.74,45,464,464
625,24.217,4.221,22.355,3.228,6.942,210.0,100,0,0.8526,25115.92,28.55,380.81,-4.0,34.6,0.074,0.042,-0.093,0.193,0.157,0.162,573.01,0.0,573.01,3.6,5950,20.0,25.65,184463.17,45,464,464
626,23.875,4.385,22.153,3.063,6.455,210.0,100,0,0.8445,25470.09,23.7,337.82,-5.88,33.4,0.07,0.038,-0.091,0.195,0.157,0.161,156.48,231.2,-74.72,1.0,5930,280.73,40.24,186313.91,45,464,464
627,24.661,4.45,21.732,3.302,6.476,210.0,100,0,0.7917,25601.38,25.43,249.58,-5.0,32.7,0.071,0.042,-0.089,0.192,0.153,0.144,325.64,0.2,325.44,2.1,5922,330.0,74.37,188180.84,45,464,464
628,24.925,4.361,22.194,3.414,5.772,210.0,100,0,0.8,25838.21,31.0,367.91,-5.0,32.4,0.064,0.048,-0.086,0.192,0.154,0.144,867.09,0.0,867.09,5.7,5950,210.0,86.49,190066.96,45,464,464
629,24.823,4.373,21.537,3.495,6.031,210.0,100,0,0.7724,24724.62,32.03,378.89,-5.0,34.1,0.075,0.047,-0.08,0.187,0.159,0.149,341.79,1.5,340.29,2.2,5943,371.97,70.05,191973.16,45,464,464
630,24.367,4.352,22.32,3.447,5.379,210.0,100,0,0.7732,25248.45,30.35,377.49,-5.0,33.3,0.076,0.046,-0.077,0.184,0.156,0.143,316.6,0.0,316.6,2.1,5935,242.65,71.2,193898.83,45,464,464
631,22.803,4.657,22.425,3.483,4.804,210.0,100,0,0.7644,24639.74,33.89,376.09,-2.0,33.9,0.075,0.052,-0.08,0.185,0.156,0.146,484.34,0.0,484.34,3.1,5937,337.04,77.61,195841.83,45,464,464
632,23.648,4.62,23.206,3.392,4.297,210.0,100,0,0.7865,24393.19,24.97,239.62,-2.0,34.4,0.078,0.056,-0.084,0.179,0.155,0.144,0.0,1.1,-1.1,0.0,5908,120.0,65.38,197808.57,45,464,464
633,23.632,4.299,22.392,3.238,4.187,210.0,100,0,0.7962,22766.91,26.95,315.15,-4.0,37.3,0.065,0.071,-0.081,0.182,0.162,0.139,487.32,0.5,486.82,3.0,5909,229.03,50.64,199791.29,45,464,464
634,22.828,4.293,20.692,3.221,4.391,210.0,100,0,0.8029,23259.29,28.64,221.99,-4.0,36.4,0.064,0.069,-0.083,0.183,0.163,0.136,407.52,231.4,176.12,2.6,5905,215.0,56.62,201790.42,45,464,464
635,22.05,4.423,22.426,3.359,4.264,210.0,100,0,0.7427,24305.63,37.83,249.58,-4.0,35.1,0.074,0.073,-0.082,0.172,0.159,0.133,709.71,0.0,709.71,4.9,5925,610.0,77.97,203810.94,45,464,464
636,22.061,4.551,23.095,3.331,3.821,210.0,100,0,0.7714,23822.18,36.94,353.84,-4.0,35.5,0.078,0.075,-0.087,0.167,0.155,0.129,361.07,1.0,360.07,2.3,5919,153.2,98.6,205853.93,45,464,464
637,22.278,4.431,22.058,3.316,4.179,185.388,100,0,0.7632,22785.94,34.24,396.84,-4.0,35.4,0.072,0.075,-0.084,0.167,0.159,0.133,678.98,232.0,446.98,4.2,5931,250.0,81.53,207920.9,45,464,464
638,23.427,4.067,21.543,3.365,4.292,200.016,100,0,0.7971,23231.73,24.1,295.84,-4.0,34.0,0.071,0.073,-0.081,0.168,0.158,0.133,92.64,1.0,91.64,0.6,5908,290.82,75.79,210012.63,45,464,464
639,24.514,3.99,21.218,3.387,4.936,210.0,100,0,0.8507,22280.54,26.27,506.96,-6.0,35.3,0.075,0.079,-0.077,0.167,0.158,0.133,708.76,0.8,707.96,4.7,5926,50.0,52.71,212118.07,45,464,464
640,24.934,4.27,20.957,3.17,4.414,210.0,100,0,0.8375,21954.46,21.84,405.96,-6.0,36.4,0.083,0.082,-0.067,0.161,0.164,0.135,252.5,231.5,21.0,1.7,5913,283.86,51.03,214245.37,45,464,464
641,26.126,4.306,21.454,3.24,4.324,210.0,100,0,0.8278,21518.95,21.78,360.65,-6.0,36.3,0.086,0.086,-0.071,0.157,0.163,0.137,205.38,0.6,204.78,1.4,5898,250.0,73.15,216391.51,45,464,464
642,27.131,4.143,20.862,3.006,4.394,210.0,100,0,0.8397,21376.68,23.2,261.0,-6.0,35.6,0.081,0.081,-0.067,0.16,0.164,0.138,150.18,0.0,150.18,1.0,5879,200.0,70.78,218556.25,45,464,464
643,26.778,4.403,21.039,3.078,4.452,210.0,100,0,0.8815,21669.92,26.29,513.11,-6.0,34.8,0.081,0.07,-0.059,0.162,0.165,0.144,525.71,0.0,525.71,3.6,5886,50.0,68.51,220743.45,45,464,464
644,26.497,4.718,21.201,3.109,4.568,210.0,100,0,0.8621,20816.54,25.11,531.62,-6.0,36.3,0.076,0.061,-0.057,0.158,0.171,0.146,250.36,0.5,249.86,1.7,5874,204.95,51.39,222955.91,45,464,464
645,25.589,4.564,21.413,3.268,4.659,210.0,100,0,0.8419,21640.13,30.07,466.11,-4.0,34.7,0.079,0.061,-0.061,0.156,0.17,0.14,474.9,0.0,474.9,3.2,5877,261.62,55.61,225186.9,45,464,464
646,27.308,4.474,20.365,3.326,4.474,210.0,100,0,0.797,21659.5,34.35,455.11,-4.0,34.4,0.078,0.065,-0.063,0.161,0.17,0.137,104.93,0.4,104.53,0.7,5855,578.79,77.84,227440.55,45,464,464
647,28.219,4.394,19.616,3.123,4.166,210.0,100,0,0.8035,23014.9,41.17,495.11,-4.0,33.6,0.079,0.067,-0.067,0.158,0.169,0.14,841.06,1.0,840.06,5.9,5885,467.34,71.31,229719.82,45,464,464
648,27.631,4.369,19.142,3.107,3.734,210.0,100,0,0.7621,24095.65,43.21,394.11,-6.0,31.1,0.077,0.068,-0.069,0.16,0.163,0.138,1029.81,0.2,1029.61,7.5,5931,115.0,85.87,232023.83,45,464,464
649,26.812,4.309,19.527,2.886,3.85,210.0,100,0,0.7941,24298.12,39.41,359.94,-6.0,32.4,0.073,0.055,-0.052,0.164,0.16,0.136,696.77,231.0,465.77,5.2,5953,255.68,59.08,234354.68,45,464,464
650,28.62,4.115,20.358,2.902,3.978,210.0,100,0,0.812,23820.41,35.93,580.54,-6.0,32.4,0.069,0.061,-0.059,0.161,0.158,0.134,41.01,0.0,41.01,0.3,5927,220.0,78.54,236703.35,45,464,464
651,27.035,3.983,21.422,3.071,4.23,210.0,100,0,0.7895,21420.14,26.57,272.5,-6.0,34.7,0.079,0.056,-0.059,0.167,0.157,0.133,57.0,462.0,-405.0,0.4,5900,127.41,65.88,239076.58,45,464,464
652,25.66,3.872,20.782,2.993,4.62,210.0,100,0,0.7703,21768.83,39.53,492.44,-6.0,34.7,0.076,0.063,-0.057,0.168,0.157,0.13,719.76,0.1,719.66,4.8,5919,270.0,85.67,241463.12,45,464,464
653,26.065,4.153,20.596,2.977,4.406,210.0,100,0,0.7642,21939.44,30.02,289.87,-6.0,34.9,0.074,0.059,-0.058,0.17,0.164,0.13,116.37,0.0,116.37,0.8,5898,337.03,72.73,243890.57,45,464,464
654,26.083,4.047,18.971,3.034,4.162,210.0,100,0,0.8019,22939.54,32.97,397.5,-6.0,33.5,0.077,0.062,-0.058,0.169,0.164,0.131,1023.59,0.5,1023.09,7.1,5940,318.63,88.69,246338.61,45,464,464
655,25.513,3.89,18.939,3.242,4.37,210.0,100,0,0.8025,22472.11,31.93,439.55,-6.0,33.4,0.087,0.06,-0.059,0.16,0.166,0.131,265.6,1.0,264.6,2.0,5931,225.0,103.59,248806.22,45,464,464
656,27.183,3.97,19.605,3.439,4.485,210.0,100,0,0.7741,21596.8,31.99,437.85,-6.0,35.6,0.08,0.069,-0.042,0.169,0.182,0.137,318.16,0.2,317.96,2.4,5926,123.68,69.77,251295.99,45,464,464
657,26.782,4.048,20.681,3.328,4.455,210.0,100,0,0.7657,22447.89,29.96,240.18,-8.0,34.0,0.079,0.069,-0.032,0.177,0.189,0.162,631.25,232.0,399.25,4.6,5942,348.14,83.76,253817.63,45,464,464
658,27.845,3.938,20.822,3.072,3.989,210.0,100,0,0.7372,22536.04,30.89,308.85,-10.0,35.0,0.078,0.073,-0.031,0.176,0.188,0.163,275.07,0.3,274.77,1.9,5932,300.0,109.83,256359.39,45,464,464
659,27.981,3.804,21.639,3.011,4.358,210.0,100,0,0.7651,23087.2,31.69,371.79,-10.0,33.2,0.07,0.071,-0.029,0.174,0.192,0.16,655.87,232.5,423.37,4.5,5947,594.08,122.63,258930.67,45,464,464
660,27.199,3.822,21.388,2.761,3.904,210.0,100,0,0.7873,23682.47,29.05,368.39,-10.0,34.0,0.076,0.068,-0.032,0.171,0.196,0.158,272.63,1.4,271.23,1.8,5936,337.98,116.85,261527.06,45,464,464
661,25.55,3.653,20.852,2.717,3.503,201.603,100,0,0.8215,24092.14,36.91,537.39,-10.0,34.3,0.077,0.065,-0.032,0.172,0.185,0.142,419.22,0.0,419.22,2.8,5935,180.0,127.25,264139.17,45,464,464
662,23.427,3.673,18.971,2.782,3.15,210.0,100,0,0.8242,23705.99,28.95,529.78,-4.0,34.3,0.08,0.07,-0.036,0.172,0.181,0.143,189.75,1.0,188.75,1.3,5919,130.0,86.83,266790.36,45,464,464
663,25.279,3.569,18.849,2.828,3.456,210.0,100,0,0.8034,23365.81,33.61,522.16,-4.0,35.4,0.083,0.074,-0.04,0.175,0.179,0.144,332.0,0.3,331.7,2.5,5915,350.0,114.57,269459.08,45,464,464
664,24.71,3.595,18.395,2.887,3.495,210.0,100,0,0.7857,23258.65,36.21,514.55,-4.0,35.1,0.072,0.066,-0.037,0.18,0.178,0.146,171.52,0.5,171.02,1.3,5899,324.45,140.26,272154.44,45,464,464
665,23.326,3.565,19.253,2.938,3.143,210.0,100,0,0.7892,22128.19,34.95,635.7,-4.0,36.9,0.072,0.071,-0.036,0.176,0.173,0.146,360.54,231.3,129.24,2.8,5897,280.0,129.65,274879.93,45,464,464
666,22.808,3.98,19.099,3.027,2.832,210.0,100,0,0.8169,22550.05,33.8,578.09,-4.0,35.2,0.072,0.064,-0.025,0.175,0.182,0.169,444.75,2.9,441.85,3.3,5901,170.0,131.72,277634.24,45,464,464
667,21.755,3.586,19.923,2.996,2.558,210.0,100,0,0.8522,22172.05,36.04,570.48,-4.0,34.4,0.067,0.063,-0.021,0.179,0.18,0.172,53.48,0.0,53.48,0.4,5876,10.0,125.13,280407.17,45,464,464
668,22.958,3.541,20.916,2.748,2.818,210.0,100,0,0.8356,22788.66,40.76,614.68,-6.0,33.1,0.073,0.061,-0.022,0.175,0.18,0.173,264.98,0.7,264.28,1.9,5866,643.7,85.71,283214.41,45,464,464
669,24.829,3.439,20.897,3.025,2.545,210.0,100,0,0.8382,23163.82,33.3,507.07,-6.0,33.0,0.079,0.061,-0.03,0.166,0.174,0.168,322.09,1.0,321.09,2.2,5859,180.0,79.17,286057.61,45,464,464
670,24.861,3.765,22.098,3.204,2.804,210.0,100,0,0.8319,22855.59,30.86,449.46,-4.0,32.6,0.08,0.062,-0.022,0.164,0.175,0.168,394.96,0.8,394.16,2.7,5857,325.0,88.51,288925.91,45,464,464
671,26.88,3.825,20.546,3.203,2.533,210.0,100,0,0.7768,21218.09,30.79,407.85,-2.0,34.7,0.07,0.05,-0.011,0.165,0.182,0.183,278.44,231.0,47.44,1.8,5845,298.87,148.94,291817.39,45,464,464
672,28.53,3.959,19.311,3.038,2.542,210.0,100,0,0.7754,21826.24,25.94,313.74,-2.0,33.3,0.072,0.051,-0.01,0.164,0.182,0.183,302.02,1.0,301.02,2.1,5837,323.23,155.36,294744.6,45,464,464
673,28.294,3.618,19.954,3.114,2.664,210.0,100,0,0.7856,21385.97,25.97,306.12,-4.0,34.8,0.066,0.05,-0.012,0.153,0.177,0.18,432.58,0.0,432.58,3.2,5840,115.9,120.68,297695.64,45,464,464
674,28.116,3.502,21.409,3.275,2.932,205.968,100,0,0.8399,21349.54,20.81,291.86,-4.0,35.1,0.066,0.046,-0.011,0.155,0.178,0.181,251.42,0.0,251.42,1.8,5829,47.98,107.66,300679.75,45,464,464
675,26.742,3.259,22.082,3.002,2.876,210.0,100,0,0.8555,22412.65,23.76,398.61,-4.0,33.1,0.069,0.049,-0.018,0.155,0.176,0.165,899.16,0.7,898.46,6.0,5860,147.54,107.07,303692.24,45,464,464
676,26.692,3.586,23.275,2.936,2.881,210.0,100,0,0.8586,23423.9,28.9,564.45,-4.0,30.9,0.077,0.056,-0.019,0.149,0.166,0.159,757.39,1.0,756.39,4.9,5880,166.43,65.73,306732.1,45,464,464
677,26.392,3.703,21.126,2.924,3.166,210.0,100,0,0.8245,23636.37,32.12,563.45,-4.0,30.8,0.068,0.054,-0.016,0.158,0.163,0.163,244.38,0.0,244.38,1.5,5866,270.34,73.71,309798.57,45,464,464
678,26.629,3.527,21.039,2.963,3.059,210.0,100,0,0.8218,24379.09,29.63,392.28,-4.0,29.4,0.065,0.05,-0.02,0.157,0.165,0.164,621.09,0.0,621.09,4.2,5879,380.0,120.05,312907.4,45,464,464
679,25.378,3.628,22.149,3.067,2.908,210.0,100,0,0.8011,23774.03,36.54,419.61,-4.0,31.1,0.043,0.042,-0.013,0.183,0.183,0.187,294.54,0.2,294.34,2.0,5870,360.5,97.64,316035.53,45,464,464
680,25.888,3.569,20.353,3.199,2.993,210.0,100,0,0.7828,24022.9,49.02,546.14,-4.0,32.7,0.033,0.038,-0.017,0.191,0.177,0.188,1054.28,0.0,1054.28,6.8,5909,395.0,134.78,319196.78,45,464,464
681,26.49,3.564,20.011,3.424,2.7,210.0,100,0,0.7999,23655.56,39.29,534.14,-4.0,32.1,0.04,0.046,-0.018,0.196,0.17,0.187,256.44,0.1,256.34,1.8,5898,80.0,87.02,322400.55,45,464,464
682,25.635,3.923,20.059,3.429,2.755,210.0,100,0,0.7557,23919.16,32.69,482.14,-4.0,31.6,0.04,0.048,-0.017,0.183,0.163,0.18,364.21,0.3,363.91,2.6,5895,169.57,100.57,325634.89,45,464,464
683,24.413,3.711,20.278,3.411,2.814,210.0,100,0,0.7538,23374.74,31.72,460.14,-4.0,31.8,0.045,0.051,-0.019,0.179,0.164,0.176,224.65,1.3,223.35,1.6,5882,190.1,73.63,328895.72,45,464,464
684,24.213,3.652,21.663,3.279,2.47,210.0,100,0,0.7767,23367.53,29.52,348.4,-4.0,31.0,0.047,0.044,-0.024,0.179,0.172,0.173,638.76,231.0,407.76,4.5,5897,119.87,76.66,332191.24,45,464,464
685,24.359,3.433,21.261,2.936,2.55,210.0,100,0,0.7859,23179.69,29.48,297.4,-4.0,31.5,0.04,0.045,-0.022,0.181,0.169,0.169,15.16,0.1,15.06,0.1,5869,522.5,88.53,335517.8,45,464,464
686,25.998,3.378,20.344,3.03,2.897,210.0,100,0,0.8141,22651.43,26.4,376.41,-4.0,32.2,0.041,0.035,-0.006,0.187,0.175,0.17,178.6,0.0,178.6,1.2,5852,260.0,84.11,338879.73,45,464,464
687,26.408,3.476,20.005,2.998,2.813,210.0,100,0,0.7901,22750.05,25.33,299.93,-2.0,31.9,0.043,0.028,0.001,0.188,0.19,0.175,555.4,231.0,324.4,3.9,5861,220.0,104.61,342273.67,45,464,464
688,25.385,3.356,20.005,3.136,2.924,210.0,100,0,0.7964,22913.17,23.5,373.54,-4.0,31.8,0.031,0.024,0.009,0.189,0.193,0.179,420.09,231.7,188.39,3.0,5861,298.9,124.73,345701.55,45,464,464
689,23.06,3.215,20.608,3.125,3.072,210.0,100,0,0.7649,23392.0,28.78,371.14,-4.0,32.2,0.036,0.018,0.014,0.184,0.191,0.181,574.13,0.0,574.13,4.1,5873,290.0,79.97,349160.91,45,464,464
690,22.679,2.851,20.198,2.846,2.77,210.0,100,0,0.7893,23203.4,29.31,368.74,-2.0,32.4,0.048,0.034,0.01,0.174,0.171,0.176,418.36,0.2,418.16,2.9,5873,136.99,84.92,352656.34,45,464,464
691,22.128,3.121,21.215,2.884,2.707,210.0,100,0,0.7874,24098.72,31.97,363.88,-4.0,30.5,0.054,0.035,0.005,0.168,0.163,0.175,593.84,0.5,593.34,4.2,5886,248.41,90.83,356187.12,45,464,464
692,21.74,3.315,21.412,2.918,2.842,210.0,100,0,0.7775,24289.84,37.64,429.75,-4.0,31.6,0.05,0.038,0.003,0.165,0.165,0.167,430.65,0.0,430.65,2.9,5886,436.81,98.25,359746.55,45,464,464
693,21.63,3.18,21.423,2.867,2.874,210.0,100,0,0.7838,25020.34,39.59,448.55,-4.0,30.9,0.05,0.04,-0.001,0.167,0.162,0.162,839.33,0.0,839.33,5.6,5913,115.07,80.6,363350.3,45,464,464
694,21.672,3.626,22.277,2.802,2.823,210.0,100,0,0.7847,25770.36,35.57,382.35,-4.0,28.3,0.049,0.042,-0.005,0.172,0.15,0.156,659.82,0.2,659.62,4.4,5928,112.55,77.08,366993.13,45,464,464
695,20.401,3.481,23.236,2.903,2.662,210.0,100,0,0.8041,25832.29,26.83,351.15,-4.0,27.8,0.054,0.048,-0.01,0.172,0.146,0.155,187.13,231.0,-43.87,1.2,5910,123.89,94.75,370671.16,45,464,464
696,19.988,3.662,22.685,3.039,2.64,210.0,100,0,0.832,26395.13,41.12,607.29,-6.0,27.7,0.048,0.048,-0.001,0.166,0.146,0.149,471.69,0.0,471.69,2.9,5910,180.0,99.2,374368.94,45,464,464
697,19.261,3.781,23.506,3.125,2.414,210.0,100,0,0.7963,26930.5,34.61,575.58,-6.0,28.1,0.055,0.053,0.005,0.174,0.161,0.172,127.04,0.0,127.04,0.8,5889,600.98,138.33,378124.75,45,464,464
698,19.316,3.559,22.174,3.069,2.523,210.0,100,0,0.8284,26642.49,24.71,442.87,-6.0,27.8,0.057,0.06,0.015,0.175,0.166,0.19,181.0,0.3,180.7,1.1,5871,70.0,106.94,381916.39,45,464,464
699,20.672,3.636,23.623,3.005,2.505,210.0,100,0,0.788,24699.0,19.26,233.2,-6.0,30.0,0.057,0.069,0.015,0.169,0.167,0.186,77.61,231.5,-153.89,0.5,5846,210.2,95.78,385740.73,45,464,464
700,18.965,3.423,23.986,3.016,2.403,205.968,100,0,0.8081,23039.53,24.64,223.46,-4.0,33.1,0.059,0.072,0.014,0.173,0.188,0.226,628.36,0.1,628.26,3.8,5855,298.98,80.91,389601.88,45,464,464
701,19.013,3.335,21.798,3.107,2.179,210.0,100,0,0.7973,23621.52,29.86,409.65,-4.0,33.5,0.05,0.067,0.004,0.171,0.182,0.24,503.7,0.2,503.5,3.0,5856,340.74,101.74,393499.7,45,464,464
702,18.217,3.351,20.84,3.212,2.317,210.0,100,0,0.8026,23472.7,30.54,524.05,-4.0,33.6,0.054,0.066,0.001,0.174,0.18,0.23,411.99,3.9,408.09,2.7,5854,156.51,81.57,397438.72,45,464,464
703,18.543,3.488,21.15,3.291,2.237,210.0,100,0,0.747,22425.97,30.14,322.05,-6.0,35.3,0.056,0.069,0.002,0.173,0.171,0.225,160.47,3.0,157.47,1.1,5836,370.0,69.31,401418.31,45,464,464
704,19.408,3.438,21.454,3.247,2.471,210.0,100,0,0.7387,23122.08,39.76,381.25,-4.0,34.7,0.047,0.063,-0.001,0.178,0.169,0.208,755.05,1.0,754.05,5.1,5858,290.0,103.27,405432.24,45,464,464
705,19.285,3.346,21.744,3.226,2.239,210.0,100,0,0.7742,23767.68,48.09,431.39,-6.0,34.8,0.047,0.058,-0.011,0.185,0.18,0.246,1321.58,0.5,1321.08,8.8,5917,230.0,101.25,409492.26,45,464,464
706,17.383,3.47,21.2,3.21,2.327,210.0,100,0,0.7886,23737.23,45.51,431.39,-6.0,33.6,0.045,0.055,-0.013,0.179,0.176,0.239,395.75,231.2,164.55,2.6,5913,200.81,74.07,413592.09,45,464,464
707,16.91,3.368,22.155,3.321,2.454,210.0,100,0,0.8105,23987.46,39.1,399.56,-6.0,34.4,0.054,0.054,-0.016,0.173,0.162,0.235,549.08,1.4,547.68,3.7,5921,162.74,61.98,417741.11,45,464,464
708,17.406,3.247,21.096,3.285,2.224,210.0,100,0,0.7469,23966.32,47.85,398.56,-6.0,36.6,0.059,0.063,-0.021,0.169,0.16,0.229,325.67,0.3,325.37,2.1,5913,587.62,115.24,421917.9,45,464,464
709,16.67,3.172,22.32,3.26,2.022,210.0,100,0,0.7632,24342.48,38.98,397.56,-8.0,35.7,0.064,0.065,-0.028,0.16,0.153,0.23,812.16,231.3,580.86,5.5,5938,80.0,80.55,426151.65,45,464,464
710,16.825,3.075,21.835,3.466,2.24,210.0,100,0,0.7849,24942.32,40.13,346.56,-10.0,35.7,0.067,0.063,-0.038,0.158,0.153,0.233,687.45,0.5,686.95,4.4,5953,599.56,78.71,430422.66,45,464,464
711,16.41,2.856,20.09,3.303,2.412,210.0,100,0,0.8031,24891.55,36.85,350.12,-4.0,36.2,0.074,0.063,-0.038,0.172,0.155,0.211,229.26,231.0,-1.74,1.5,5938,540.59,98.35,434734.89,45,464,464
712,17.293,2.846,20.153,3.366,2.66,210.0,100,0,0.8051,24900.38,36.13,420.43,-4.0,36.6,0.077,0.07,-0.047,0.197,0.162,0.211,267.19,231.0,36.19,1.9,5927,423.32,115.66,439086.05,45,464,464
713,16.404,2.944,20.167,3.309,2.927,210.0,100,0,0.7982,23989.17,45.56,546.4,-4.0,38.2,0.078,0.071,-0.061,0.198,0.165,0.212,564.28,0.0,564.28,4.0,5938,720.0,156.82,443478.04,45,464,464
714,15.697,2.586,21.219,3.056,2.563,210.0,100,0,0.7871,24667.72,52.48,690.86,-4.0,37.2,0.079,0.069,-0.059,0.187,0.16,0.21,494.11,0.0,494.11,3.5,5944,881.79,176.04,447917.45,45,464,464
715,16.451,2.632,21.901,3.448,2.572,210.0,100,0,0.7992,24993.53,48.52,671.34,-4.0,36.1,0.084,0.071,-0.059,0.19,0.162,0.209,653.54,5.1,648.44,4.4,5959,220.0,159.62,452406.16,45,464,464
716,16.323,2.722,21.821,3.324,2.186,210.0,100,0,0.7897,25177.84,48.79,1138.14,-4.0,36.5,0.086,0.078,-0.064,0.204,0.165,0.217,275.96,231.0,44.96,1.8,5947,785.0,163.43,456936.24,45,464,464
717,15.814,2.766,22.283,3.32,1.988,205.968,100,0,0.7903,24496.26,46.38,1002.34,-4.0,35.9,0.101,0.079,-0.056,0.196,0.163,0.207,519.38,462.0,57.38,3.4,5950,522.7,186.31,461511.58,45,464,464
718,15.598,2.872,21.542,3.384,2.203,210.0,100,0,0.7988,25131.13,43.83,966.53,-6.0,33.3,0.099,0.079,-0.056,0.197,0.161,0.202,545.93,0.2,545.73,3.5,5956,153.5,161.18,466133.55,45,464,464
719,17.014,2.895,20.643,3.516,2.435,210.0,100,0,0.7778,24302.26,36.89,812.98,-6.0,36.3,0.105,0.082,-0.049,0.203,0.154,0.2,45.24,1.4,43.84,0.3,5930,269.0,128.25,470803.88,45,464,464
720,17.621,2.842,21.209,3.564,2.282,210.0,100,0,0.849,25094.94,42.57,1696.69,-4.0,37.6,0.115,0.087,-0.051,0.199,0.148,0.206,419.05,0.4,418.65,2.9,5930,1250.0,170.26,475521.01,45,464,464
721,16.204,2.936,22.452,3.71,2.312,210.0,100,0,0.8413,25742.7,45.0,1592.9,-5.41,36.1,0.114,0.089,-0.044,0.195,0.145,0.204,638.38,231.0,407.38,4.3,5943,340.12,170.31,480279.36,45,464,464
722,17.147,2.794,23.207,3.781,2.326,185.388,100,0,0.8562,25844.81,42.71,1511.61,-4.0,35.9,0.114,0.088,-0.042,0.191,0.145,0.199,15.72,0.8,14.92,0.1,5915,620.0,199.77,485088.75,45,464,464
723,16.451,2.92,21.586,3.902,2.112,197.745,100,0,0.8658,24862.03,41.28,1272.83,-4.0,38.0,0.102,0.091,-0.035,0.2,0.142,0.2,308.65,0.5,308.15,1.9,5905,250.0,174.13,489945.09,45,464,464
724,17.239,2.873,20.083,3.833,2.337,208.777,100,0,0.8419,24654.3,43.92,1191.54,-4.0,37.2,0.105,0.093,-0.029,0.196,0.137,0.197,695.06,0.0,695.06,4.6,5922,190.0,178.63,494848.83,45,464,464
725,16.509,2.775,20.232,3.73,2.579,210.0,100,0,0.8223,25199.0,43.66,1110.25,-4.0,36.0,0.111,0.092,-0.028,0.186,0.134,0.195,168.7,0.0,168.7,1.2,5905,422.44,184.91,499800.96,45,464,464
726,15.865,2.466,21.547,3.72,2.587,210.0,100,0,0.7973,26016.24,51.83,1050.96,-2.0,36.1,0.115,0.092,-0.023,0.185,0.134,0.199,1090.47,0.5,1089.97,7.7,5953,333.82,215.39,504802.36,45,464,464
727,16.197,2.517,21.251,3.906,2.595,200.823,100,0,0.7923,26122.82,50.42,1019.67,-4.0,35.3,0.11,0.095,-0.024,0.19,0.127,0.192,361.99,0.0,361.99,2.4,5948,224.32,239.01,509854.55,45,464,464
728,16.35,2.485,20.791,3.856,2.603,198.764,100,0,0.7861,26812.74,47.49,938.39,-4.0,34.8,0.109,0.092,-0.024,0.191,0.125,0.19,267.77,0.8,266.97,1.8,5937,540.0,275.24,514960.74,45,464,464
729,17.065,2.674,21.97,3.569,2.611,205.389,100,0,0.7693,26414.12,45.19,737.1,-4.0,33.5,0.117,0.09,-0.025,0.205,0.127,0.191,742.25,0.0,742.25,5.1,5959,218.78,206.15,520119.47,45,464,464
730,17.749,2.7,22.704,3.555,2.619,210.0,100,0,0.8109,27535.18,45.61,665.46,-4.0,31.5,0.12,0.092,-0.031,0.208,0.124,0.173,645.92,226.63,419.29,4.2,5970,795.0,244.45,525329.19,45,464,464
731,18.158,2.712,23.648,3.645,2.791,210.0,100,0,0.8102,26980.94,34.56,474.52,-4.0,32.8,0.124,0.092,-0.04,0.203,0.125,0.166,270.19,693.0,-422.81,1.7,5955,462.58,210.67,530591.41,45,464,464
732,16.733,3.031,24.243,3.772,3.069,210.0,100,0,0.8191,27893.3,43.44,588.99,-4.0,34.1,0.126,0.1,-0.051,0.203,0.127,0.162,827.69,0.0,827.69,5.0,5975,1056.75,267.23,535904.25,45,464,464
